ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd
33499,25-34 years old,Some college/university study without earning a degree,Employed,12.0,12.0,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,Software Development,Italy,EUR European Euro,,,32484.0
33518,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,2.0,4.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Germany,EUR European Euro,Assembly;Bash/Shell (all shells);C;C#;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,52207.0
33530,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,24.0,24.0,"Architect, software or solutions",100 to 499 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Italy,EUR European Euro,C#;Delphi;Java;Python;SQL,Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,69609.0
33546,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,14.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Germany,EUR European Euro,Bash/Shell (all shells);Java;Kotlin;Python;SQL,SQLite,103717.0
33579,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,,10.0,Student,20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Netherlands,EUR European Euro,Bash/Shell (all shells);C;MATLAB;PowerShell;Python;R;SQL,Dynamodb;MongoDB;MySQL;Redis,8353.0
3358,65 years or older,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",40.0,40.0,"Developer, embedded applications or devices",,,,Other:,Australia,AUD	Australian dollar,Assembly;C;C#;C++;Python,,97514.0
33597,65 years or older,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",39.0,39.0,"Developer, desktop or enterprise applications",,,,Software Development,Canada,CAD Canadian dollar,SQL;VBA;Visual Basic (.Net),Microsoft Access;Microsoft SQL Server,291833.0
3360,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",35.0,25.0,"Developer, full-stack",,,,Banking/Financial Services,Australia,AUD	Australian dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,MariaDB;Microsoft SQL Server;MySQL,19503.0
33608,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,21.0,Engineering manager,"1,000 to 4,999 employees",People manager,"Hybrid (some remote, leans heavy to in-person)",Fintech,United States of America,USD United States dollar,Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;Snowflake,300000.0
33626,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,21.0,33.0,"Developer, front-end","10,000 or more employees",Individual contributor,Remote,Software Development,Armenia,USD United States dollar,Assembly;Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,,84000.0
33637,55-64 years old,"Associate degree (A.A., A.S., etc.)",Employed,30.0,30.0,Applied scientist,"Just me - I am a freelancer, sole proprietor, etc.",,,Software Development,United States of America,USD United States dollar,C++,,300000.0
33648,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,20.0,30.0,Academic researcher,"5,000 to 9,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Higher Education,Sweden,SEK	Swedish krona,,,62893.0
3367,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",13.0,24.0,"Developer, front-end",,,,Fintech,Brazil,USD United States dollar,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript,,100000.0
33671,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,10.0,"Developer, full-stack",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,China,CNY	Chinese Yuan Renminbi,C++;Go;JavaScript;Python;Rust,Elasticsearch;MongoDB;SQLite,9750.0
33721,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,33.0,42.0,"Architect, software or solutions",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Netherlands,EUR European Euro,Ada;Assembly;Bash/Shell (all shells);C#;JavaScript;Lisp;PowerShell;SQL;TypeScript;Visual Basic (.Net),Oracle;PostgreSQL,110214.0
33724,35-44 years old,Some college/university study without earning a degree,Employed,19.0,23.0,"Developer, back-end",500 to 999 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Media & Advertising Services,Bulgaria,BGN	Bulgarian lev,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,Dynamodb;Elasticsearch;PostgreSQL;Redis;SQLite,53376.0
3373,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,12.0,"Developer, mobile",Less than 20 employees,Individual contributor,In-person,Software Development,Indonesia,IDR	Indonesian rupiah,Bash/Shell (all shells);Go;Java;JavaScript;Python;TypeScript,PostgreSQL;SQLite,7354.0
33744,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,5.0,"Developer, mobile",20 to 99 employees,Individual contributor,In-person,Software Development,Viet Nam,VND	Vietnamese dong,Java;Kotlin,MongoDB;MySQL;SQLite,3898.0
3377,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",8.0,16.0,"Developer, embedded applications or devices",,,,Manufacturing,Australia,AUD	Australian dollar,Bash/Shell (all shells);C;C#;C++;Python,,104015.0
33774,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,7.0,"Developer, full-stack",100 to 499 employees,People manager,Remote,Software Development,India,INR Indian rupee,Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Cloud Firestore;Dynamodb;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase;Valkey,16274.0
33780,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,37.0,37.0,"Developer, embedded applications or devices",100 to 499 employees,Individual contributor,In-person,Manufacturing,United States of America,USD United States dollar,Bash/Shell (all shells);C;HTML/CSS;Python,,145000.0
33796,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,42.0,32.0,"Architect, software or solutions","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,United States of America,USD United States dollar,,,170000.0
33815,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,11.0,15.0,"Developer, desktop or enterprise applications","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Israel,ILS	Israeli new shekel,C#;C++;Java;Python,,185310.0
33826,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,20.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,JavaScript;Lua;Python;Rust;SQL;TypeScript,MariaDB;PostgreSQL;Redis;SQLite;Amazon Redshift,127973.0
33833,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,4.0,"Developer, front-end",Less than 20 employees,Individual contributor,Remote,Other:,Mexico,MXN	Mexican peso,HTML/CSS;JavaScript;Python,MongoDB,8843.0
33883,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,6.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,In-person,Other:,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Go;HTML/CSS;Lua;Python;Rust;TypeScript,InfluxDB;MongoDB;PostgreSQL;Redis;SQLite;Supabase;Clickhouse,272283.0
33888,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,25.0,Cloud infrastructure engineer,"1,000 to 4,999 employees",Individual contributor,Remote,"Internet, Telecomm or Information Services",United States of America,USD United States dollar,C++;Python,MariaDB;MySQL,400000.0
33924,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",20.0,26.0,"Developer, back-end",,,,Software Development,Israel,ILS	Israeli new shekel,Bash/Shell (all shells);Java;SQL,PostgreSQL,67653.0
3393,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,5.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Brazil,BRL Brazilian real,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,BigQuery;Cloud Firestore;Elasticsearch;SQLite,12069.0
33962,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,4.0,6.0,"Developer, full-stack",100 to 499 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Media & Advertising Services,Ukraine,USD United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;TypeScript,MongoDB;MySQL;PostgreSQL;Redis;SQLite,22100.0
3397,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,14.0,AI/ML engineer,100 to 499 employees,Individual contributor,Remote,Software Development,Canada,CAD Canadian dollar,C++;Lua;Python,,80254.0
33972,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,6.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Ukraine,EUR European Euro,C#;HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server;MySQL,27844.0
33976,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,8.0,"Developer, AI apps or physical AI",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Pakistan,PKR	Pakistani rupee,Bash/Shell (all shells);C#;JavaScript;Python;TypeScript,,12291.0
33985,18-24 years old,Some college/university study without earning a degree,Employed,5.0,7.0,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,Software Development,Canada,CAD Canadian dollar,,,56908.0
33990,45-54 years old,Primary/elementary school,Not employed,22.0,25.0,"Developer, back-end",,,,,Canada,CAD Canadian dollar,Bash/Shell (all shells);Elixir;Go;HTML/CSS;Rust;TypeScript,,109438.0
33992,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,6.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server,44015.0
34000,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,6.0,"Developer, QA or test","5,000 to 9,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,United States of America,USD United States dollar,C#;JavaScript;SQL,Dynamodb;Microsoft SQL Server;PostgreSQL;Snowflake,141000.0
34017,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,8.0,"Developer, front-end","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,Poland,PLN Polish zloty,HTML/CSS;JavaScript;TypeScript,Firebase Realtime Database;MongoDB;Redis;Supabase,38206.0
34029,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Student,,6.0,Academic researcher,,,,,Algeria,DZD	Algerian dinar,,,1109.0
3406,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,30.0,33.0,"Architect, software or solutions",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,Australia,AUD	Australian dollar,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript,H2;Microsoft SQL Server;PostgreSQL,162523.0
34073,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,11.0,"Developer, game or graphics",500 to 999 employees,Individual contributor,In-person,Software Development,India,INR Indian rupee,C#;C++;HTML/CSS,,13949.0
34097,25-34 years old,Some college/university study without earning a degree,Employed,3.0,5.0,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,In-person,Software Development,Israel,ILS	Israeli new shekel,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),,41180.0
34098,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,30.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,Remote,Media & Advertising Services,New Zealand,NZD	New Zealand dollar,C#;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MongoDB;Redis;SQLite,150588.0
3410,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,6.0,AI/ML engineer,20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Viet Nam,VND	Vietnamese dong,C++;Python,,11464.0
34102,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,8.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Healthcare,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;SQL;Swift;TypeScript,Microsoft SQL Server;MySQL;SQLite;Supabase,125000.0
3411,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,10.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,INR Indian rupee,C++;Java;JavaScript;Lisp,Datomic;PostgreSQL,116240.0
34115,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,4.0,"Developer, full-stack",20 to 99 employees,,"Hybrid (some in-person, leans heavy to flexibility)",Media & Advertising Services,Nepal,NPR	Nepalese rupee,Bash/Shell (all shells);JavaScript;Python;TypeScript,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite,4363.0
34122,45-54 years old,"Associate degree (A.A., A.S., etc.)","Independent contractor, freelancer, or self-employed",20.0,25.0,"Developer, front-end",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Sweden,SEK	Swedish krona,HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;PostgreSQL;Redis;SQLite,52411.0
34125,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17.0,23.0,"Developer, embedded applications or devices","1,000 to 4,999 employees",Individual contributor,In-person,Software Development,China,CNY	Chinese Yuan Renminbi,C;C++,,111428.0
3414,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,8.0,"Developer, full-stack",Less than 20 employees,People manager,Remote,Software Development,Croatia,EUR European Euro,Delphi;SQL,Microsoft SQL Server;PostgreSQL,31324.0
34151,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,22.0,"Architect, software or solutions","1,000 to 4,999 employees",People manager,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Thailand,THB	Thai baht,JavaScript;R;TypeScript,Cloud Firestore;Dynamodb;PostgreSQL;Redis;SQLite;Supabase,68530.0
34168,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,4.0,7.0,Cloud infrastructure engineer,100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Energy,Germany,EUR European Euro,Bash/Shell (all shells);Go;Java;Lua;Python;TypeScript,Dynamodb;PostgreSQL,60328.0
342,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,20.0,"Architect, software or solutions",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Netherlands,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;PHP;PowerShell;SQL,Cosmos DB;Dynamodb;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis;Valkey,127616.0
3421,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,13.0,"Developer, full-stack",100 to 499 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,New Zealand,NZD	New Zealand dollar,C#;Delphi;JavaScript;SQL,MariaDB,90353.0
3422,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,25.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Healthcare,Australia,AUD	Australian dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Firebase Realtime Database;MariaDB;MySQL;Redis,84512.0
34220,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,6.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Viet Nam,VND	Vietnamese dong,Bash/Shell (all shells);C;Erlang;Groovy;HTML/CSS;Java;JavaScript;Lua;MATLAB;PHP;PowerShell;Python;SQL;TypeScript,Dynamodb;Elasticsearch;Firebase Realtime Database;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,9935.0
34223,45-54 years old,Some college/university study without earning a degree,Employed,30.0,30.0,"Developer, back-end",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Media & Advertising Services,Germany,EUR European Euro,PHP;SQL,MariaDB;MongoDB;MySQL,92812.0
34224,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,20.0,"Developer, front-end","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,United States of America,USD United States dollar,HTML/CSS;JavaScript;TypeScript,,250000.0
34247,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16.0,18.0,"Architect, software or solutions","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,EUR European Euro,C#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,MariaDB;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL;SQLite,81210.0
34258,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,16.0,"Developer, back-end",500 to 999 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,INR Indian rupee,Java;Kotlin;Python;SQL;TypeScript,Databricks SQL;Dynamodb;Elasticsearch;H2;Microsoft SQL Server;MySQL;Oracle;Redis;Snowflake;SQLite;Amazon Redshift,58120.0
34260,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,25.0,"Developer, front-end",500 to 999 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",Austria,EUR European Euro,HTML/CSS;JavaScript,,69609.0
3427,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,23.0,Product manager,"10,000 or more employees",People manager,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",India,INR Indian rupee,C#;Go;JavaScript;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Dynamodb;MariaDB;Microsoft SQL Server;MySQL;SQLite,62769.0
34275,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,20.0,"Architect, software or solutions",100 to 499 employees,Individual contributor,Remote,Software Development,Bulgaria,BGN	Bulgarian lev,JavaScript;TypeScript,PostgreSQL;SQLite,85401.0
3428,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,20.0,Engineering manager,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",Thailand,THB	Thai baht,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,Microsoft SQL Server;MySQL;SQLite,107078.0
34280,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8.0,20.0,"Developer, mobile",100 to 499 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Italy,EUR European Euro,Kotlin;Swift;TypeScript,,44086.0
34281,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,15.0,"Developer, embedded applications or devices","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,Switzerland,CHF	Swiss franc,Bash/Shell (all shells);C;C++;Python;Ruby;Rust,MySQL;PostgreSQL,167390.0
3429,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,19.0,23.0,"Developer, full-stack","10,000 or more employees",Individual contributor,Remote,Banking/Financial Services,United States of America,USD United States dollar,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;TypeScript,Cloud Firestore;Dynamodb;PostgreSQL,200000.0
34296,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,11.0,DevOps engineer or professional,I don’t know,Individual contributor,Remote,Government,Germany,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;Zig,SQLite,68291.0
34300,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,40.0,43.0,"Developer, embedded applications or devices",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Energy,Denmark,DKK	Danish krone,Assembly;Bash/Shell (all shells);C;C++;Go;Groovy;HTML/CSS;JavaScript;MATLAB;MicroPython;PowerShell;Python;SQL;VBA,,202177.0
34301,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",14.0,20.0,"Developer, mobile",,,,Software Development,Armenia,USD United States dollar,Swift,Cloud Firestore;MongoDB,5000.0
34307,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,6.0,"Developer, full-stack",500 to 999 employees,Individual contributor,In-person,Software Development,India,INR Indian rupee,HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,8137.0
34312,18-24 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,8.0,16.0,Other (please specify):,"1,000 to 4,999 employees",Individual contributor,In-person,Other:,Spain,EUR European Euro,,,97452.0
34314,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,3.0,"Developer, back-end",20 to 99 employees,Individual contributor,In-person,Software Development,India,INR Indian rupee,,,8137.0
34326,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,12.0,"Developer, embedded applications or devices",Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Other:,France,EUR European Euro,Assembly;C;C++;Python;Rust,,46406.0
34329,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,10.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,Turkey,TRY	Turkish lira,C#;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Elasticsearch;PostgreSQL,50496.0
34333,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",15.0,20.0,Other (please specify):,,,,Computer Systems Design and Services,Germany,EUR European Euro,,,116015.0
34342,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5.0,10.0,Data scientist,"10,000 or more employees",Individual contributor,In-person,Other:,France,EUR European Euro,C#;C++;JavaScript;Python;R,BigQuery;PostgreSQL;SQLite,84691.0
3436,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,6.0,5.0,Data scientist,100 to 499 employees,Individual contributor,In-person,Government,India,INR Indian rupee,C;PowerShell;Python;R,,10462.0
34370,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,4.0,Other (please specify):,20 to 99 employees,Individual contributor,In-person,Other:,India,INR Indian rupee,Assembly;C;C++;Rust,,6277.0
34376,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,4.0,"Developer, mobile",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,INR Indian rupee,C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,MongoDB;SQLite;Supabase,9299.0
34379,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18.0,25.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Poland,PLN Polish zloty,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,60038.0
34383,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,24.0,26.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",Ireland,EUR European Euro,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MySQL,59167.0
34385,45-54 years old,"Associate degree (A.A., A.S., etc.)",Employed,21.0,30.0,"Developer, full-stack",20 to 99 employees,Individual contributor,In-person,"Transportation, or Supply Chain",Denmark,DKK	Danish krone,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;SQL;TypeScript,H2;Microsoft SQL Server;PostgreSQL,6221.0
34389,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,6.0,"Developer, front-end",Less than 20 employees,Individual contributor,In-person,Fintech,Kenya,KES	Kenyan shilling,Bash/Shell (all shells);Java;JavaScript;TypeScript;Zig,PostgreSQL,8514.0
344,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16.0,26.0,Other (please specify):,100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,Brazil,BRL Brazilian real,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,70994.0
3440,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,8.0,14.0,"Developer, back-end",,,,,United States of America,USD United States dollar,Bash/Shell (all shells);C++;GDScript;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,MongoDB;PostgreSQL;Redis;SQLite;Clickhouse,200000.0
3441,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,21.0,15.0,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Energy,United States of America,USD United States dollar,HTML/CSS;JavaScript;PHP;SQL,MySQL;PostgreSQL;Redis;Supabase,100000.0
